id;malha;errom;auto;errop;valor_dirf;dif_dirf;rend_total;rend_tributavel;base_calculo;trabalho;aluguel;rend_capital;autonomo;livro_caixa;rural;ganho_capital;exterior;outros_rend;rend_isento;rend_exclusivo;contrib_prev;dependentes_ded;pensao_alimenticia;pensao_alimenticia_ded;geducativos;geducativos_ded;gmedicos;gmedicos_ded;aliquota;aliquota_efetiva;imposto_devido;imposto_devido2;resultado_decl;iap;iar;tipo_decl;completa;deducao;idade;sexo;casado;dependentes;alimentandos;estado;municipio;ocupacao;natureza;obito;bens_ant;bens;dividas_ant;dividas
11.00;0.00;0.00;0.00;0.00;31478.00;0.00;48284.00;45142.00;17638.00;48243.00;0.00;41.00;0.00;0.00;0.00;0.00;0.00;0.00;41.00;3100.00;2905.00;6825.00;0.00;0.00;11073.00;7123.00;10650.00;10650.00;0.00;0.00;0.00;0.00;-82.00;0.00;82.00;2;1;27503.00;54.00;1;1;3.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
12.00;0.00;0.00;0.00;0.00;62957.00;0.00;157720.00;85805.00;34950.00;154819.00;0.00;997.00;0.00;0.00;0.00;0.00;0.00;1903.00;65510.00;6405.00;4936.00;4550.00;0.00;0.00;0.00;0.00;44569.00;41368.00;15.00;0.01;984.00;984.00;-4985.00;0.00;4985.00;3;1;50854.00;67.00;1;1;2.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
13.00;0.00;0.00;0.00;0.00;29736.00;0.00;31985.00;29736.00;23294.00;31985.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2248.00;2099.00;2275.00;0.00;0.00;0.00;0.00;2067.00;2067.00;7.50;0.00;33.00;33.00;-286.00;0.00;286.00;3;1;6442.00;42.00;0;1;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
14.00;0.00;0.00;0.00;0.00;75361.00;0.00;106109.00;75361.00;39099.00;106109.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24751.00;5996.00;0.00;0.00;0.00;0.00;0.00;0.00;41741.00;36262.00;15.00;0.02;1607.00;1607.00;810.00;810.00;0.00;3;1;36262.00;71.00;1;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
15.00;0.00;0.00;0.00;0.00;0.00;0.00;33007.00;28000.00;22400.00;0.00;0.00;5007.00;28000.00;0.00;0.00;0.00;0.00;0.00;5007.00;0.00;111.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;0;5600.00;29.00;0;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
16.00;0.00;0.00;0.00;0.00;0.00;0.00;950000.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;950000.00;0.00;0.00;674815.00;275184.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.50;0.00;0.00;0.00;0.00;0.00;0.00;1;0;0.00;63.00;1;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
17.00;0.00;0.00;0.00;0.00;45887.00;0.00;50731.00;45887.00;33848.00;48983.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;1742.00;1845.00;2998.00;5213.00;6825.00;0.00;0.00;0.00;0.00;0.00;0.00;7.50;0.02;825.00;825.00;-216.00;0.00;216.00;2;1;12038.00;52.00;0;1;3.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
18.00;0.00;0.00;0.00;0.00;38841.00;0.00;39547.00;34788.00;27830.00;37312.00;0.00;2235.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4759.00;3406.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.50;0.01;373.00;373.00;-303.00;0.00;303.00;1;0;6957.00;55.00;0;0;0.00;0.00;SP;4133.00;0.00;1;2021.00;100000.00;100000.00;0.00;0.00
19.00;0.00;0.00;0.00;0.00;17076.00;0.00;34033.00;16361.00;13088.00;33947.00;0.00;86.00;0.00;0.00;0.00;0.00;0.00;0.00;17152.00;519.00;416.00;0.00;0.00;0.00;0.00;0.00;92.00;0.00;0.00;0.00;0.00;0.00;-1459.00;0.00;1459.00;1;0;3272.00;28.00;0;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
20.00;0.00;0.00;0.00;0.00;182940.00;0.00;253243.00;182940.00;166186.00;194406.00;0.00;52135.00;0.00;0.00;0.00;0.00;0.00;6701.00;47945.00;22357.00;11348.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27.50;0.14;35268.00;35268.00;-440.00;0.00;440.00;1;0;16754.00;44.00;0;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
21.00;0.00;0.00;0.00;0.00;37017.00;0.00;39507.00;37017.00;29614.00;39507.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2490.00;3838.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.50;0.01;507.00;507.00;-130.00;0.00;130.00;1;0;7403.00;46.00;1;0;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
22.00;0.00;0.00;0.00;0.00;38232.00;0.00;38232.00;38232.00;30585.00;38232.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4205.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.50;0.02;580.00;580.00;-266.00;0.00;266.00;3;0;7646.00;54.00;1;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
23.00;0.00;0.00;0.00;0.00;11976.00;0.00;11976.00;11976.00;11976.00;11976.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;1;0.00;32.00;1;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
24.00;0.00;0.00;0.00;0.00;0.00;0.00;35478.00;23880.00;19104.00;0.00;0.00;11597.00;23880.00;0.00;0.00;0.00;0.00;0.00;11597.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;0;4776.00;45.00;1;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
25.00;0.00;0.00;0.00;0.00;35241.00;0.00;37830.00;35241.00;17367.00;37830.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2588.00;3376.00;2275.00;0.00;0.00;12762.00;3561.00;8660.00;8660.00;0.00;0.00;0.00;0.00;-714.00;0.00;714.00;3;1;17874.00;39.00;1;1;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
26.00;0.00;0.00;0.00;0.00;371568.00;0.00;398524.00;371568.00;304835.00;389781.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8743.00;8743.00;18212.00;35911.00;4550.00;0.00;0.00;44900.00;7123.00;19148.00;19148.00;27.50;0.20;73397.00;73397.00;-6143.00;0.00;6143.00;1;1;66732.00;48.00;1;0;2.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
27.00;0.00;0.00;0.00;0.00;67017.00;0.00;71915.00;67108.00;53686.00;71422.00;0.00;493.00;0.00;0.00;0.00;0.00;0.00;0.00;493.00;4314.00;7245.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.50;0.06;4445.00;4445.00;-1007.00;0.00;1007.00;3;0;13421.00;35.00;1;1;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
28.00;0.00;0.00;0.00;0.00;55941.00;0.00;64959.00;55941.00;44753.00;60200.00;0.00;4759.00;0.00;0.00;0.00;0.00;0.00;0.00;4759.00;4258.00;0.00;0.00;0.00;0.00;0.00;0.00;4638.00;0.00;0.00;0.04;2455.00;2455.00;-2503.00;0.00;2503.00;3;0;11188.00;61.00;1;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
29.00;0.00;0.00;0.00;0.00;24585.00;0.00;188165.00;84264.00;67510.00;3901.00;0.00;100000.00;23952.00;0.00;59679.00;0.00;0.00;633.00;103901.00;0.00;2634.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27.50;0.04;8132.00;8132.00;8037.00;8037.00;0.00;1;0;16754.00;38.00;0;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
30.00;0.00;0.00;0.00;0.00;33921.00;0.00;40088.00;33921.00;22769.00;36555.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3533.00;3533.00;2634.00;3051.00;0.00;0.00;0.00;0.00;0.00;8100.00;8100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;1;11151.00;28.00;1;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
31.00;0.00;0.00;0.00;0.00;26514.00;0.00;29213.00;26514.00;21211.00;28083.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1130.00;0.00;2699.00;2353.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;0;5302.00;58.00;1;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
32.00;0.00;0.00;0.00;0.00;1287.00;0.00;49844.00;3992.00;3552.00;3992.00;0.00;45852.00;0.00;0.00;0.00;0.00;0.00;0.00;45852.00;0.00;439.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;1;439.00;25.00;0;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
33.00;0.00;0.00;0.00;0.00;32245.00;0.00;57069.00;32245.00;20498.00;50660.00;0.00;1000.00;0.00;0.00;0.00;0.00;0.00;5409.00;21443.00;3380.00;3586.00;4550.00;0.00;0.00;0.00;0.00;3610.00;3610.00;0.00;0.00;0.00;0.00;-813.00;0.00;813.00;2;1;11747.00;34.00;0;1;2.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
34.00;0.00;0.00;0.00;0.00;24094.00;0.00;25833.00;24094.00;19275.00;25833.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1738.00;2578.00;0.00;0.00;0.00;0.00;0.00;1387.00;0.00;0.00;0.00;0.00;0.00;-36.00;0.00;36.00;3;0;4818.00;36.00;1;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
35.00;0.00;0.00;0.00;0.00;35603.00;0.00;63066.00;35603.00;28482.00;63066.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24751.00;2711.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.50;0.01;422.00;422.00;-363.00;0.00;363.00;2;0;7120.00;93.00;0;1;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
36.00;0.00;0.00;0.00;0.00;182823.00;0.00;273473.00;182823.00;152819.00;87849.00;182823.00;2801.00;0.00;0.00;0.00;0.00;0.00;0.00;87849.00;2801.00;0.00;0.00;0.00;0.00;0.00;0.00;30003.00;30003.00;27.50;0.12;31592.00;31592.00;-1917.00;0.00;1917.00;1;1;30003.00;87.00;1;0;0.00;0.00;SP;4133.00;0.00;1;2020.00;100000.00;100000.00;0.00;0.00
37.00;0.00;0.00;0.00;0.00;31178.00;0.00;33423.00;31178.00;24942.00;33423.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2245.00;2938.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.50;0.00;157.00;157.00;-246.00;0.00;246.00;3;0;6235.00;42.00;0;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
38.00;0.00;0.00;0.00;0.00;0.00;0.00;28684.00;19294.00;15435.00;0.00;0.00;9389.00;19294.00;0.00;0.00;0.00;0.00;0.00;9389.00;0.00;658.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3;0;3858.00;43.00;1;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
39.00;0.00;0.00;0.00;0.00;88396.00;0.00;95100.00;88396.00;71641.00;95100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6703.00;7637.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27.50;0.10;9269.00;9269.00;-2313.00;0.00;2313.00;1;0;16754.00;44.00;0;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
40.00;0.00;0.00;0.00;0.00;127885.00;0.00;237174.00;130429.00;103285.00;231016.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6157.00;101584.00;5160.00;6328.00;9100.00;0.00;0.00;21600.00;10684.00;1031.00;1031.00;27.50;0.08;17971.00;17971.00;6043.00;6043.00;0.00;2;1;27144.00;58.00;0;1;4.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
41.00;0.00;0.00;0.00;0.00;82704.00;0.00;276807.00;82704.00;62203.00;154481.00;0.00;96.00;0.00;0.00;0.00;0.00;0.00;122229.00;187834.00;6268.00;6227.00;6825.00;0.00;0.00;17204.00;3561.00;4242.00;3887.00;27.50;0.02;6673.00;6673.00;-4891.00;0.00;4891.00;2;1;20501.00;43.00;0;1;3.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
42.00;0.00;0.00;0.00;0.00;34800.00;0.00;37621.00;34800.00;27840.00;37621.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2821.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.50;0.01;374.00;374.00;-587.00;0.00;587.00;1;0;6960.00;58.00;1;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
43.00;0.00;0.00;0.00;0.00;93479.00;0.00;129718.00;93479.00;76724.00;122950.00;0.00;6768.00;0.00;0.00;0.00;0.00;0.00;0.00;29301.00;6937.00;6168.00;0.00;0.00;0.00;704.00;0.00;0.00;0.00;27.50;0.08;10667.00;10667.00;-3621.00;0.00;3621.00;3;0;16754.00;40.00;0;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
44.00;0.00;0.00;0.00;0.00;24285.00;0.00;26305.00;24285.00;19428.00;26305.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2020.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-107.00;0.00;107.00;1;0;4857.00;64.00;1;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
45.00;0.00;0.00;0.00;0.00;42464.00;0.00;45827.00;42464.00;33971.00;45827.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3362.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.02;838.00;838.00;-1273.00;0.00;1273.00;3;0;8492.00;64.00;1;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
46.00;0.00;0.00;0.00;0.00;37296.00;0.00;37256.00;37256.00;18391.00;37256.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6825.00;0.00;0.00;0.00;0.00;12039.00;12039.00;0.00;0.00;0.00;0.00;-307.00;0.00;307.00;2;1;18865.00;37.00;0;1;3.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
47.00;0.00;0.00;0.00;0.00;0.00;0.00;34930.00;9388.00;9388.00;34930.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24751.00;789.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;1;0.00;67.00;0;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
48.00;0.00;0.00;0.00;0.00;200471.00;0.00;264704.00;200471.00;148073.00;214032.00;0.00;48798.00;0.00;0.00;0.00;0.00;0.00;1873.00;1890.00;62342.00;23285.00;6825.00;0.00;0.00;48458.00;10684.00;11602.00;11602.00;27.50;0.11;30287.00;30287.00;-5737.00;0.00;5737.00;2;1;52398.00;44.00;0;1;3.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
49.00;0.00;0.00;0.00;0.00;51689.00;0.00;80581.00;51689.00;41351.00;80581.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24751.00;4139.00;652.00;0.00;0.00;0.00;0.00;0.00;5013.00;0.00;15.00;0.02;1945.00;1945.00;-1904.00;0.00;1904.00;1;0;10337.00;66.00;0;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
50.00;0.00;0.00;0.00;0.00;40403.00;0.00;46426.00;40403.00;22913.00;42799.00;0.00;2302.00;0.00;0.00;0.00;0.00;0.00;1324.00;1324.00;4698.00;5031.00;4550.00;0.00;0.00;7321.00;7017.00;890.00;890.00;7.50;0.00;4.00;4.00;-279.00;0.00;279.00;3;1;17490.00;37.00;0;1;2.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
51.00;0.00;0.00;0.00;0.00;50073.00;0.00;53894.00;50073.00;40058.00;53894.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3821.00;2216.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.00;0.03;1751.00;1751.00;1532.00;1532.00;0.00;3;0;10014.00;64.00;0;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
52.00;0.00;0.00;0.00;0.00;43198.00;0.00;45860.00;43198.00;34559.00;45860.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2661.00;4604.00;0.00;0.00;0.00;0.00;0.00;241.00;0.00;15.00;0.02;926.00;926.00;-802.00;0.00;802.00;1;0;8639.00;43.00;0;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
53.00;0.00;0.00;0.00;0.00;29252.00;0.00;32433.00;29252.00;23401.00;31630.00;0.00;802.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3180.00;2684.00;0.00;0.00;0.00;0.00;0.00;2448.00;0.00;7.50;0.00;41.00;41.00;-319.00;0.00;319.00;1;0;5850.00;52.00;0;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
54.00;0.00;0.00;0.00;0.00;33492.00;0.00;53097.00;48868.00;39094.00;52772.00;0.00;325.00;0.00;0.00;0.00;0.00;0.00;0.00;325.00;3904.00;3322.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.03;1606.00;1606.00;920.00;920.00;0.00;3;0;9773.00;55.00;1;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
55.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27.50;0.00;0.00;0.00;0.00;0.00;0.00;1;1;0.00;65.00;1;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
56.00;0.00;0.00;0.00;0.00;11551.00;0.00;35162.00;29158.00;23326.00;35162.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4782.00;1221.00;50.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.50;0.00;35.00;35.00;-899.00;0.00;899.00;3;0;5831.00;64.00;1;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
57.00;0.00;0.00;0.00;0.00;32797.00;0.00;60044.00;32797.00;26238.00;60044.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24751.00;2495.00;0.00;0.00;0.00;0.00;0.00;0.00;2190.00;0.00;0.50;0.00;254.00;254.00;-321.00;0.00;321.00;2;0;6559.00;69.00;0;1;1.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
58.00;0.00;0.00;0.00;0.00;322305.00;0.00;362484.00;327035.00;240377.00;170039.00;0.00;24571.00;167873.00;11702.00;0.00;0.00;0.00;0.00;24571.00;10876.00;23993.00;0.00;35361.00;35361.00;16017.00;7123.00;8477.00;8477.00;0.50;0.17;55671.00;55671.00;8771.00;8771.00;0.00;3;1;86658.00;35.00;0;1;0.00;2.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
59.00;0.00;0.00;0.00;0.00;42788.00;0.00;130874.00;42788.00;23468.00;46340.00;0.00;84533.00;0.00;0.00;0.00;0.00;0.00;0.00;84533.00;3552.00;0.00;0.00;0.00;0.00;0.00;0.00;19319.00;19319.00;0.50;0.00;46.00;46.00;-219.00;0.00;219.00;3;1;19319.00;62.00;1;1;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
60.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4550.00;0.00;0.00;0.00;0.00;0.00;0.00;7.50;0.00;0.00;0.00;0.00;0.00;0.00;2;1;4550.00;51.00;0;1;2.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
61.00;0.00;0.00;0.00;0.00;352461.00;0.00;382859.00;352461.00;322863.00;377034.00;0.00;3869.00;0.00;0.00;0.00;0.00;0.00;1955.00;5825.00;24572.00;13087.00;0.00;0.00;0.00;0.00;0.00;16511.00;16511.00;27.50;0.21;78355.00;78355.00;24824.00;24824.00;0.00;1;1;29598.00;62.00;0;0;0.00;0.00;SP;4133.00;0.00;1;-9.00;100000.00;100000.00;0.00;0.00
